22.485,27.091,24.816,21.496,24.477,32.333,20.694,23.827,22.316,27.995,29.751,24.734,27.799,21.549,21.406,33.934,33.094,21.151,22.361,25.08,34.026,18.254,21.273,32.073,26.828,33.214,19.881,27.874,20.69,22.706,21.024,27.206,19.985,18.056,23.779,23.429,20.102,27.744,26.477,23.516,22.308,22.278,31.389,31.349,31.206,25.612,28.682,25.853,24.972,19.771
27.531,27.636,28.905,28.899,30.723,29.256,27.03,31.886,30.761,31.059,28.861,27.292,28.521,29.917,30.645,29.309,29.031,28.256,28.593,30.174,36.318,28.778,29.286,30.624,28.023,31.405,29.925,26.923,32.907,28.479,29.157,29.871,30.519,33.488,29.313,30.425,29.245,28.075,30.201,29.034,31.666,29.888,30.575,28.071,33.741,30.536,31.364,30.679,29.769,35.663
33.681,31.539,33.086,30.588,34.556,31.063,33.799,33.562,31.492,32.464,30.416,26.259,30.643,31.664,32.082,33.79,33.94,33.25,31.463,33.201,36.028,30.392,33.003,30.275,32.989,34.057,33.065,33.551,31.79,29.089,33.065,30.812,33.079,18.609,27.325,32.425,31.153,32.922,34.552,33.665,37.233,27.677,32.895,34.503,32.218,32.588,32.233,33.424,34.316,33.722
32.378,28.958,26.394,22.216,28.218,34.968,27.874,29.612,27.809,32.401,18.761,30.117,22.748,31.442,26.454,19.936,23.498,27.881,28.877,33.546,30.39,31.888,27.054,24.443,27.49,32.755,26.338,28.079,28.318,22.809,34.58,29.07,31.861,33.316,29.242,26.909,18.161,34.499,23.126,17.642,26.945,22.494,28.722,29.562,29.065,20.303,34.168,28.649,22.868,27.915
35.197,16.826,20.083,30.843,20.608,24.86,23.991,35.223,18.161,21.891,32.807,29.147,25.271,20.433,19.421,28.708,19.22,30.58,20.659,23.342,35.228,33.296,28.271,18.754,29.23,15.275,28.432,27.646,29.316,25.347,26.377,20.104,30.584,18.966,26.272,29.265,33.734,29.209,26.264,28.445,23.471,26.881,32.736,36.023,30.178,28.63,22.142,31.796,29.607,25.752
29.063,28.652,38.233,27.922,32.415,28.496,29.298,25.318,23.185,29.131,33.717,27.486,27.219,28.16,20.427,29.164,33.728,31.932,23.872,30.614,20.93,36.116,37.067,28.528,36.17,30.334,33.743,33.271,27.898,31.358,31.393,28.374,24.009,21.089,29.319,28.182,31.139,27.502,31.997,28.499,25.745,32.11,30.274,24.658,28.63,22.797,28.95,28.875,28.479,26.322
19.483,20.212,20.94,18.76,20.79,33.483,16.891,22.108,20.211,16.859,26.886,16.993,18.849,35.512,20.524,19.047,18.56,25.391,20.612,23.84,19.703,19.065,18.418,18.515,20.087,23.968,19.554,18.868,17.952,21.15,20.303,24.938,18.159,21.515,20.734,17.937,19.343,33.759,19.421,16.891,20.671,30.699,21.729,18.781,19.938,19.342,25.926,19.04,20.101,20.349
20.519,18.909,17.979,16.309,17.703,18.889,16.907,19.669,16.827,18.283,17.299,22.314,19.247,18.752,21.455,20.393,29.768,20.39,15.843,20.976,16.65,19.683,18.736,27.763,15.34,23.202,19.143,32.15,18.783,19.495,22.932,21.185,29.113,16.133,21.866,16.905,17.658,17.135,18.495,18.193,19.191,17.151,21.607,19.733,19.691,32.836,21.153,18.842,20.267,18.221
27.817,27.2,28.12,27.797,28.297,26.128,29.293,27.527,26.343,26.895,37.167,30.363,28.35,26.132,28.824,28.896,28.264,30.442,28.56,28.567,29.544,31.378,28.093,36.722,28.726,28.612,27.265,30.336,28.207,28.32,28.359,26.301,27.992,24.278,30.494,25.898,29.154,26.101,35.935,32.331,27.915,27.441,27.402,28.086,30.722,28.984,32.03,27.347,27.374,28.61
29.81,27.192,27.543,26.376,28.347,30.571,27.3,25.747,27.82,25.956,28.608,27.266,25.891,24.994,28.658,26.806,33.623,29.52,30.846,30.453,27.808,33.578,28.732,26.782,28.978,25.733,26.136,31.044,27.289,29.786,29.901,25.025,32.892,29.044,25.786,27.968,30.887,26.611,25.945,26.872,35.913,30.182,27.496,26.854,29.157,27.57,27.885,26.804,26.136,30.017
