0.54698,0.54498,0.56698,0.63298,0.48098,0.53698,0.58998,0.62398,0.62798,0.59498,0.62498,0.60498,0.56998,0.44398,0.62798,0.75398,0.63998,0.56298,0.60198,0.48198,0.66098,0.51898,0.49598,0.54498,0.58498,0.54698,0.63198,0.54498,0.63398,0.62198,0.69698,0.66098,0.53298,0.48798,0.54798,0.47798,0.74798,0.47998,0.53798,0.67898,0.58198,0.65598,0.40598,0.58498,0.61498,0.61898,0.59198,0.63798,0.53798,0.50098
0.33198,0.32498,0.48698,0.53698,0.48498,0.46898,0.42198,0.50298,0.53298,0.47198,0.59998,0.51998,0.42498,0.51898,0.49898,0.44198,0.53398,0.50998,0.45398,0.75498,0.65798,0.52098,0.56998,0.44798,0.53298,0.49198,0.29898,0.47398,0.59098,0.47898,0.52598,0.45598,0.53698,0.45298,0.39498,0.49098,0.50598,0.49698,0.53598,0.44698,0.46398,0.50598,0.55098,0.47498,0.51698,0.38098,0.52198,0.55098,0.43698,0.53098
0.47598,0.41598,0.39798,0.38298,0.38098,0.48698,0.49898,0.29198,0.32598,0.42898,0.53798,0.46898,0.41698,0.31298,0.51198,0.46498,0.46998,0.31098,0.50298,0.46398,0.44598,0.51698,0.49698,0.44798,0.41098,0.30998,0.44798,0.40898,0.28798,0.54898,0.46098,0.45898,0.34598,0.45498,0.39598,0.42398,0.45398,0.39098,0.42798,0.45398,0.46798,0.25298,0.39798,0.41298,0.32598,0.44098,0.45098,0.47098,0.35798,0.27698
0.30998,0.32198,0.60198,0.42298,0.46398,0.50798,0.57798,0.52498,0.53398,0.46098,0.61898,0.56798,0.42698,0.48398,0.49398,0.33898,0.32898,0.49598,0.42698,0.40798,0.31898,0.51798,0.22798,0.58898,0.47198,0.36598,0.38398,0.51298,0.54498,0.47698,0.49798,0.49698,0.46298,0.50698,0.48698,0.37498,0.53898,0.61198,0.54098,0.40798,0.51398,0.52298,0.57698,0.51098,0.28398,0.45998,0.36498,0.50998,0.54398,0.48098
0.57598,0.35098,0.55698,0.49098,0.60698,0.56098,0.55898,0.65398,0.42198,0.61198,0.56298,0.36898,0.61498,0.40898,0.59498,0.55398,0.63098,0.42398,0.41798,0.42398,0.56098,0.57998,0.53098,0.45798,0.57298,0.55098,0.29998,0.48798,0.52798,0.57798,0.47198,0.62298,0.48998,0.57798,0.62498,0.36798,0.55398,0.32998,0.52898,0.41198,0.61398,0.57998,0.50898,0.57798,0.59398,0.56098,0.57598,0.51298,0.53498,0.55098
0.61898,0.50198,0.57598,0.47798,0.52998,0.38598,0.57598,0.58398,0.46798,0.60498,0.64798,0.31198,0.27298,0.60998,0.52198,0.64498,0.54998,0.45498,0.65598,0.54398,0.48598,0.35798,0.56298,0.56898,0.59498,0.61698,0.53398,0.38998,0.28998,0.50698,0.31598,0.51498,0.61698,0.49698,0.51098,0.31098,0.53698,0.52098,0.53998,0.47898,0.65498,0.37898,0.38598,0.62598,0.59698,0.60198,0.55798,0.48898,0.63798,0.39498
0.58898,0.67798,0.42798,0.73098,0.65898,0.62898,0.54798,0.66598,0.61798,0.56698,0.65598,0.50198,0.64198,0.66698,0.63598,0.38198,0.49998,0.65198,0.64998,0.50898,0.59098,0.72198,0.62098,0.60798,0.62598,0.61598,0.46998,0.69598,0.56198,0.46298,0.57298,0.72498,0.67098,0.49798,0.70298,0.60998,0.56598,0.80598,0.38598,0.46398,0.61698,0.40298,0.67298,0.59998,0.58698,0.57798,0.52298,0.67498,0.73998,0.46198
0.65098,0.66098,0.45798,0.63998,0.62598,0.65998,0.58798,0.73298,0.54198,0.63998,0.68498,0.61698,0.71098,0.66698,0.63198,0.61498,0.49598,0.65998,0.65098,0.65398,0.71598,0.67198,0.59198,0.48098,0.57898,0.46398,0.65998,0.58098,0.62198,0.59898,0.65598,0.60598,0.77198,0.62398,0.60898,0.61598,0.64898,0.68598,0.65198,0.69398,0.66798,0.63998,0.65598,0.67098,0.58598,0.60498,0.67998,0.62898,0.45398,0.60498
0.43198,0.42998,0.44098,0.29498,0.52098,0.43598,0.44498,0.46498,0.51398,0.36198,0.46598,0.40798,0.47198,0.48298,0.51298,0.42698,0.43998,0.34698,0.42998,0.48398,0.41798,0.50098,0.40498,0.66298,0.46998,0.44798,0.43598,0.43898,0.47598,0.44498,0.47598,0.42798,0.45298,0.32898,0.46698,0.35498,0.45898,0.56998,0.48898,0.48098,0.37398,0.44098,0.43198,0.42698,0.47298,0.48498,0.52598,0.45898,0.31298,0.56398
0.57898,0.57998,0.82298,0.55998,0.64098,0.61998,0.54098,0.64298,0.57998,0.60898,0.59298,0.57898,0.61598,0.67998,0.45498,0.58698,0.59398,0.61298,0.65798,0.46098,0.39398,0.70798,0.60298,0.61598,0.60298,0.59298,0.60998,0.64598,0.50798,0.52398,0.63398,0.52198,0.64598,0.43298,0.52198,0.35098,0.67498,0.35298,0.51998,0.55998,0.58198,0.74898,0.42298,0.57898,0.58198,0.62498,0.36598,0.56498,0.60898,0.59598
